page,text,font_name,font_size,style,color_rgb,color_hex,bbox
19,Vaiyākara,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 631.9887084960938, 271.636474609375, 643.1472778320312)"
19,ṇ,Cambria,10.08,regular,"(0, 0, 0)",#000000,"(271.7799987792969, 631.3939819335938, 277.4046325683594, 643.2077026367188)"
19,asiddhāntakaumudī (From: ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(277.29998779296875, 631.9887084960938, 387.7264709472656, 643.1472778320312)"
19,Ṇ,Cambria,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 642.9140014648438, 237.36448669433594, 654.7277221679688)"
19,yanta to Pratyayamālā only)” ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(238.4199981689453, 643.5087280273438, 357.6199951171875, 654.6672973632812)"
19,"R&D, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 608.708740234375, 423.61041259765625, 619.8673095703125)"
19,D.U ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 620.2286987304688, 416.69000244140625, 631.3872680664062)"
19,"35,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 608.708740234375, 477.66998291015625, 619.8673095703125)"
19,Dr. Ranjan Kr. ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 655.7487182617188, 145.59649658203125, 666.9072875976562)"
19,Tripathi ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 667.2887573242188, 115.8499984741211, 678.4473266601562)"
19,Associate ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 655.5087280273438, 210.88841247558594, 666.6672973632812)"
19,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 667.0487060546875, 209.7100067138672, 678.207275390625)"
19,Kalidas Ki Kritiyon Ka Vanaspatik ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 655.5087280273438, 374.17999267578125, 666.6672973632812)"
19,Pratyabhigyan ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 667.0487060546875, 290.8799743652344, 678.207275390625)"
19,"R&D, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 655.5087280273438, 423.61041259765625, 666.6672973632812)"
19,D.U ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 667.0487060546875, 416.69000244140625, 678.207275390625)"
19,"1,00,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 655.5087280273438, 485.1099853515625, 666.6672973632812)"
19,Dr. Subhash ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 679.2887573242188, 132.90573120117188, 690.4473266601562)"
19,Chandra ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 690.8087158203125, 118.25, 701.96728515625)"
19,Assistant ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 679.0487060546875, 208.73129272460938, 690.207275390625)"
19,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 690.5687255859375, 209.7100067138672, 701.727294921875)"
19,Development of E-resource and E-,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 679.0487060546875, 370.21661376953125, 690.207275390625)"
19,Learning Tools for Sanskrit Course ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 690.5687255859375, 374.52301025390625, 701.727294921875)"
19,under Choice Based Credit System ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 702.0886840820312, 372.86993408203125, 713.2472534179688)"
19,(CBCS) of University of Delhi: In ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 713.6087036132812, 370.0511779785156, 724.7672729492188)"
19,Case of BA (Hon.) Core-12 Grammar ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 725.1287231445312, 384.691650390625, 736.2872924804688)"
19,Laghusiddhantakaumudi ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 736.6506958007812, 331.91998291015625, 747.8092651367188)"
19,"R&D, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 679.0487060546875, 423.61041259765625, 690.207275390625)"
19,D.U ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 690.5687255859375, 416.69000244140625, 701.727294921875)"
19,"1,00,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 679.0487060546875, 485.1099853515625, 690.207275390625)"
20,"Information Brochure, Department of Sanskrit ",Times New Roman,12.0,regular,"(112, 48, 160)",#7030A0,"(186.07000732421875, 35.64796447753906, 412.1300048828125, 48.93196487426758)"
20,16 ,Calibri,11.04,regular,"(0, 0, 0)",#000000,"(292.20001220703125, 782.0159301757812, 305.7350158691406, 793.0559692382812)"
20,Dr. Shruti ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(75.86399841308594, 72.63871765136719, 122.32999420166016, 83.79727172851562)"
20,Rai ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(75.86399841308594, 84.15867614746094, 93.26399993896484, 95.31723022460938)"
20,Assistant ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 72.39872741699219, 208.73129272460938, 83.55728149414062)"
20,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 83.91868591308594, 209.7100067138672, 95.07723999023438)"
20,Pratyabhijna : An Exposition on the ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 72.39872741699219, 388.6935119628906, 83.55728149414062)"
20,Epistemological Issues ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 83.91868591308594, 324.9599914550781, 95.07723999023438)"
20,"R&D, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 72.39872741699219, 423.61041259765625, 83.55728149414062)"
20,D.U ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 83.91868591308594, 416.69000244140625, 95.07723999023438)"
20,"35,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 72.39872741699219, 477.66998291015625, 83.55728149414062)"
20,Dr. Avadhesh ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 96.15867614746094, 138.65000915527344, 107.31723022460938)"
20,Pratap Singh ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 107.67869567871094, 136.25, 118.83724975585938)"
20,Assistant ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 95.91868591308594, 208.73129272460938, 107.07723999023438)"
20,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 107.43870544433594, 209.7100067138672, 118.59725952148438)"
20,ब्रह्मसूिश्रीिाष्र् में उपस्र्ाभपत सांख्र्भवषर्क ,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(230.5, 95.87071228027344, 377.21331787109375, 107.53519439697266)"
20,वाद–प्रभतवाद की शास्त्रीर् समीक्षा ,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(230.5, 107.87071228027344, 341.9376525878906, 119.53519439697266)"
20,"R&D, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 95.91868591308594, 423.61041259765625, 107.07723999023438)"
20,D.U ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 107.43870544433594, 416.69000244140625, 118.59725952148438)"
20,"35,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 95.91868591308594, 477.66998291015625, 107.07723999023438)"
20,Dr. Balram ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 120.87870788574219, 128.80999755859375, 132.03726196289062)"
20,Shukla ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 132.18870544433594, 109.8499984741211, 143.34725952148438)"
20,Assistant ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 120.63871765136719, 208.73129272460938, 131.79727172851562)"
20,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 131.94871520996094, 209.7100067138672, 143.10726928710938)"
20,Translation ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(230.5, 120.63871765136719, 279.55938720703125, 131.79727172851562)"
20,Methodology ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(301.5136413574219, 120.63871765136719, 356.5807189941406, 131.79727172851562)"
20,in ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(378.53497314453125, 120.63871765136719, 388.7258605957031, 131.79727172851562)"
20,Sarvadesav,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(230.5, 131.94871520996094, 276.7355041503906, 143.10726928710938)"
20,ṛ,"Cambria,Italic",10.08,italic,"(0, 0, 0)",#000000,"(276.5799865722656, 131.35398864746094, 280.68255615234375, 143.16775512695312)"
20,ttānta-sa,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(284.5199890136719, 131.94871520996094, 320.280029296875, 143.10726928710938)"
20,ṃ,"Cambria,Italic",10.08,italic,"(0, 0, 0)",#000000,"(320.0400085449219, 131.35398864746094, 328.09393310546875, 143.16775512695312)"
20,graha ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(327.9599914550781, 131.94871520996094, 354.23858642578125, 143.10726928710938)"
20,(A ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(376.90850830078125, 131.94871520996094, 388.78271484375, 143.10726928710938)"
20,"Sanskrit rendering of Akbarnāmā), ","Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(230.5, 143.46873474121094, 372.97998046875, 154.62728881835938)"
20,"R&D, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 120.63871765136719, 423.61041259765625, 131.79727172851562)"
20,D.U ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 131.94871520996094, 416.69000244140625, 143.10726928710938)"
20,"60,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 120.63871765136719, 477.66998291015625, 131.79727172851562)"
20,Dr. Balram ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 155.70872497558594, 128.80999755859375, 166.86727905273438)"
20,Shukla ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 167.2286834716797, 109.8499984741211, 178.38723754882812)"
20,Assistant ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 155.46873474121094, 208.73129272460938, 166.62728881835938)"
20,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 166.9886932373047, 209.7100067138672, 178.14724731445312)"
20,"“Mind, Morality and Motives: ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 155.46873474121094, 353.869140625, 166.62728881835938)"
20,Learning’s from Indian Traditions.” ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 166.9886932373047, 376.8199768066406, 178.14724731445312)"
20,"ICSSR, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 155.46873474121094, 429.8600158691406, 166.62728881835938)"
20,New ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 166.9886932373047, 418.31842041015625, 178.14724731445312)"
20,Delhi ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 178.5087127685547, 421.9700012207031, 189.66726684570312)"
20,"10,00,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 155.46873474121094, 490.1499938964844, 166.62728881835938)"
20,Dr. Dhananjaya ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 190.7487030029297, 148.69052124023438, 201.90725708007812)"
20,Kumar Acharya ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 202.2687225341797, 150.1699981689453, 213.42727661132812)"
20,Assistant ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 190.5087127685547, 208.73129272460938, 201.66726684570312)"
20,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 202.0287322998047, 209.7100067138672, 213.18728637695312)"
20,भमतिाभषणी टीका का समीक्षण (सुबोध प्रकरण ,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(230.5, 190.46067810058594, 382.6006164550781, 202.1251678466797)"
20,के सन्दिय में) ,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(230.5, 202.46067810058594, 272.6353759765625, 214.1251678466797)"
20,"R&D, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 190.5087127685547, 423.61041259765625, 201.66726684570312)"
20,D.U ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 202.0287322998047, 416.69000244140625, 213.18728637695312)"
20,"1,50,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 190.5087127685547, 485.1099853515625, 201.66726684570312)"
20,Dr. KarunaArya ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 215.4886932373047, 151.61000061035156, 226.64724731445312)"
20,Assistant ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 215.2487030029297, 208.73129272460938, 226.40725708007812)"
20,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 226.7687225341797, 209.7100067138672, 237.92727661132812)"
20,Linguistic Analysis of the Rigvedic ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 215.2487030029297, 375.1399841308594, 226.40725708007812)"
20,Ushas Suktas ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 226.7687225341797, 286.55999755859375, 237.92727661132812)"
20,"R&D, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 215.2487030029297, 423.61041259765625, 226.40725708007812)"
20,D.U ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 226.7687225341797, 416.69000244140625, 237.92727661132812)"
20,"1,00,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 215.2487030029297, 485.1099853515625, 226.40725708007812)"
20,M. Kishan ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 239.0087127685547, 124.9699935913086, 250.16726684570312)"
20,Assistant ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 238.7687225341797, 208.73129272460938, 249.92727661132812)"
20,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 250.28868103027344, 209.7100067138672, 261.4472351074219)"
20,वृक्षार्ुवेदीर्कृभषपद्धभतिः – आधुभनककाले ,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(230.5, 238.72068786621094, 360.95849609375, 250.3851776123047)"
20,प्रासंभगकता : एकमनुशीलनम् ,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(230.5, 252.4006805419922, 325.2153625488281, 264.0651550292969)"
20,"R&D, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 238.7687225341797, 423.61041259765625, 249.92727661132812)"
20,D.U ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 250.28868103027344, 416.69000244140625, 261.4472351074219)"
20,"70,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 238.7687225341797, 477.66998291015625, 249.92727661132812)"
20,Dr. Mohini Arya ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 267.0887145996094, 151.85000610351562, 278.2472839355469)"
20,Assistant ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 266.8486633300781, 208.73129272460938, 278.0072326660156)"
20,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 278.3686828613281, 209.7100067138672, 289.5272521972656)"
20,Jainendra Vyakaran Mein Prayukta ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 266.8486633300781, 374.41998291015625, 278.0072326660156)"
20,Sanjyanpadon Ki Sameeksha ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 278.3686828613281, 349.6999816894531, 289.5272521972656)"
20,"R&D, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 266.8486633300781, 423.61041259765625, 278.0072326660156)"
20,D.U ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 278.3686828613281, 416.69000244140625, 289.5272521972656)"
20,"35,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 266.8486633300781, 477.66998291015625, 278.0072326660156)"
20,Dr. Rajeev ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 292.7687072753906, 125.93000030517578, 303.9272766113281)"
20,Ranjan,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 304.3186950683594, 109.06607818603516, 315.4772644042969)"
20,Assistant ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 292.5287170410156, 208.73129272460938, 303.6872863769531)"
20,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 304.0787048339844, 209.7100067138672, 315.2372741699219)"
20,“सूर्यभसद्धान्त के मध्र्माभधकार में वर्णयत ,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(230.5, 292.480712890625, 388.81427001953125, 304.1451721191406)"
20,खगोलशास्त्रीर् भसद्धान्त,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(230.5, 304.5107421875, 308.9319763183594, 316.1752014160156)"
20,तर्ा कालगणना,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(315.7200012207031, 304.5107421875, 370.68621826171875, 316.1752014160156)"
20,का ,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(377.4200134277344, 304.5107421875, 388.8382263183594, 316.1752014160156)"
20,आधुभनक खगोल भवज्ञानके सार् तुलनात्मक ,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(230.5, 316.750732421875, 388.7228088378906, 328.4151916503906)"
20,अध्र्र्न तर्ा उससे संबंभधत,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(230.5, 328.7507019042969, 325.3115539550781, 340.4151611328125)"
20,कंप्र्ूटर ग्राफ़िक्स ,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(330.6000061035156, 328.7507019042969, 388.75823974609375, 340.4151611328125)"
20,का भवकास”,Arial Unicode MS,9.12,monospace,"(0, 0, 0)",#000000,"(230.5, 340.7507019042969, 267.8569641113281, 352.4151611328125)"
20,"R&D, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 292.5287170410156, 423.61041259765625, 303.6872863769531)"
20,D.U ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 304.0787048339844, 416.69000244140625, 315.2372741699219)"
20,"1,25,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 292.5287170410156, 485.1099853515625, 303.6872863769531)"
20,Dr.Tek Chand ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 353.7586975097656, 142.1889190673828, 364.9172668457031)"
20,Meena ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 365.0386962890625, 108.64999389648438, 376.197265625)"
